"CATEGORY","BIBTEXKEY","ADDRESS","ANNOTE","AUTHOR","BOOKTITLE","CHAPTER","CROSSREF","EDITION","EDITOR","HOWPUBLISHED","INSTITUTION","JOURNAL","KEY","MONTH","NOTE","NUMBER","ORGANIZATION","PAGES","PUBLISHER","SCHOOL","SERIES","TITLE","TYPE","VOLUME","YEAR","KEYWORDS","URL","URLDATE","SOURCEID","ISBN","LANGUAGE","ABSTRACT","ISSN","SHORTTITLE","COLLABORATOR","COPYRIGHT","DOI","CFN","CLASS_LOC","DELIVERED","DOCUMENT_TYPE","FN","HHTYPE","INLG","LGCODE","MACRO_AREA","MPI_EVA_LIBRARY_SHELF","OCLC","SRC","SUBJECT_HEADINGS","LOCATION","GLOTTO","EXTRA_HASH","ASJP_NAME","AIATSIS_CALLNUMBER","AIATSIS_CODE","AIATSIS_REFERENCE_LANGUAGE","LANGUAGEID","MPIFN","OZBIB_ID","OZBIBREFTYPE","PUBLICATION","COUNTRY","SIL_ID","SUBJECT","OTHER_EDITIONS","FNNOTE","VARIETY","BESTTXT","LCCN","FILENAMES","ISO_CODE","OLAC_FIELD","REFDB_ID","WALS_CODE","AUTHOR_STATEMENT","NUMBEROFPAGES","OZBIBNOTE","LANGNOTE","LGFAMILY","ZURICHCODE","ZURICHNOTE","GULDEMANN_LOCATION","THESISTYPE","NOSHAREFN","PLACE","ABSTRACTNOTE","COLLECTION","DISPLAY"
"BOOK","galley_dictionnaire_1964",NA,NA,"Galley, Samuel",NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"H. Messeiller",NA,NA,"Dictionnaire fang-français et français-fang: suivi d'une grammaire fang",NA,NA,"1964","AC26, LH, fang1246, kinbank",NA,NA,"AC26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Galley 1964"
"BOOK","bird_petit_nodate",NA,NA,"Bird, Steven; Tadadjeu, Maurice",NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Petit {Dictionnaire} {Yémba} - {Franc}̹ais",NA,NA,NA,"AC5, CS, fefe1239, kinbank",NA,NA,"AC5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bird & Tadadjeu n.d."
"BOOK","brain_bangwa_1972",NA,NA,"Brain, Robert",NA,NA,NA,NA,"NA",NA,NA,NA,NA,"May","Google-Books-ID: 4gI9AAAAIAAJ",NA,NA,NA,"CUP Archive",NA,NA,"Bangwa {Kinship} and {Marriage",NA,NA,"1972","AC8, CS, fefe1239, kinbank",NA,NA,"AC8","978-0-521-08311-9","en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brain 1972"
"MISC","chilver_western_1974",NA,NA,"Chilver, E. M",NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Western {Grassfield} ({Cameroun} {Republic}) {Linguistics} {Notes",NA,NA,"1974","AC9, CS, fefe1239, kinbank, meta1238",NA,NA,"AC9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chilver 1974"
"MISC","lonfo_dictionnaire_nodate",NA,NA,"Lonfo, Etienne; Anderson, Stephen C",NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dictionnaire ngiemboon – français – anglais",NA,NA,NA,"AC6, CS, fefe1239, kinbank","http://ngiemboon.webonary.org/overview/copyright/?lang=en","2017-07-18","AC6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lonfo & Anderson n.d."
"BOOK","noauthor_dictionnaire_197",NA,NA,"NA",NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,"Google-Books-ID: g5QHAQAAIAAJ",NA,NA,NA,"Collège Libermann",NA,NA,"Dictionnaire bamileke des mots \\& expressions fe'e fe'e avec leur traduction francaise: {A}-{Ka}'",NA,NA,"197","AC11, CS, fefe1239, kinbank",NA,NA,"AC11",NA,"fr",NA,NA,"Dictionnaire bamileke des mots \\& expressions fe'e fe'e avec leur traduction francaise",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA n.d."
"MISC","satre_ngombafrenchenglish_2003",NA,NA,"Satre, Scott",NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ngomba-{French}-{English} {Lexicon",NA,NA,"2003","AC3, CS, fefe1239, kinbank","http://www.silcam.org/languages/languagepage.php?languageid=231",NA,"AC3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Satre 2003"
"INCOLLECTION","kuusk_finnish_2015","Leipzig",NA,"Kuusk, Margit; Klesment, Piret; Pihlajaniemi, Anja","The {Intercontinental} {Dictionary} {Series",NA,NA,NA,"Key, Mary Ritchie; Comrie, Bernard",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Max Planck Institute for Evolutionary Anthropology",NA,NA,"Finnish",NA,NA,"2015","ETC, UR8, finn1318, kinbank","http://ids.clld.org/contributions/128","2018-07-12","UR8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kuusk et al. 2015"
"BOOK","willis_fipa_1966",NA,NA,"Willis, Roy",NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The {Fipa} and {Related} {Peoples} of {South}-{West} {Tanzania} and {North}-{East} {Zambia",NA,NA,"1966","AC73, LH, fipa1238, kinbank",NA,NA,"AC73",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Willis 1966"
"MISC","abbink_frisian_nodate",NA,NA,"Abbink, Elgar",NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Frisian (fris1239) kinship terms collected from a speaker",NA,NA,NA,"IE305, JC, fris1239, kinbank",NA,NA,"IE305",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Abbink n.d."
"BOOK","kramer_wurdlist_1964","Ljouwert",NA,"Kramer, P",NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,"OCLC: 71416793",NA,NA,NA,"Fryske Akademy",NA,NA,"Wurdlist {Frysk}-{Sealtersk",NA,NA,"1964","IE307, JC, fris1239, kinbank, sate1243",NA,NA,"IE307",NA,"German",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kramer 1964"
"BOOK","burrows_ethnology_1936-1",NA,NA,"Burrows, Edwin G.",NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Honolulu, Hawaii",NA,NA,"Ethnology of {Futuna}",NA,NA,"1936","AUS20, SP, east2447, kinbank","http://hdl.handle.net/2027/mdp.39015008498795",NA,"AUS20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Burrows 1936"
"MISC","bukenya_standard_2009",NA,NA,"Bukenya, Austin; Kamoga, Leonard",NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard {Luganda}-{English} {Dictionary",NA,NA,"2009","AC118, LH, gand1255, kinbank",NA,NA,"AC118",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bukenya & Kamoga 2009"
"ARTICLE","chave_eastern_1960",NA,NA,"Chave, Margaret",NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethnographic {Survey} {Of} {Africa} : {East} {Central} {Africa","The {Eastern} {Lacustrine} {Bantu} ({Ganda} {And} {Soga})",NA,NA,"1960","AC117, LH, gand1255, kinbank, soga1242","http://ehrafworldcultures.yale.edu/document?id=fk07-012","2017-11-13","AC117",NA,"eng","This book contains a general ethnographic summary of Ganda and Soga culture. Only information on the Ganda is included here. Although traditional culture is briefly discussed, Fallers concentrates on the period following the establishment of a British Protectorate in Uganda. Included is information on history, demography, immigration and emigration, language and literature, land tenure, economic activities, political organization, arts and crafts, family anf kinship and religion and magic. The information in this survey is based on intensive literature research and field work with both groups.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chave 1960"
"BOOK","parkin_sacred_1991",NA,NA,"Parkin, David",NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sacred {Void}. {Spatial} {Images} of {Work} and {Ritual} among the {Giriama} of {Kenya}.",NA,NA,"1991","AC89, LH, giry1241, kinbank",NA,NA,"AC89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Parkin 1991"
"BOOK","taylor_giryama_1891",NA,NA,"Taylor, W.E.",NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Giryama {Vocabulary} and {Collections",NA,NA,"1891","AC79, LH, giry1241, kinbank",NA,NA,"AC79",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Taylor 1891"
"INCOLLECTION","khalilov_godoberi_2015","Leipzig",NA,"Khalilov, Madzhid; Lange, Stefan","The {Intercontinental} {Dictionary} {Series",NA,NA,NA,"Key, Mary Ritchie; Comrie, Bernard",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Max Planck Institute for Evolutionary Anthropology",NA,NA,"Godoberi",NA,NA,"2015","ETC, ND16, ghod1238, kinbank","https://ids.clld.org/contributions/38","2018-08-14","ND16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Khalilov & Lange 2015"
"BOOK","rigby_cattle_1969",NA,NA,"Rigby, Peter",NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cattle and {Kinship} {Among} the {Gogo",NA,NA,"1969","AC86, LH, gogo1263, kinbank",NA,NA,"AC86",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rigby 1969"
"BOOK","williamson_gondi_1889",NA,NA,"Williamson, Henry Drummond",NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"London, Society for Promoting Christian Knowledge",NA,NA,"Gondi grammar and vocabulary",NA,NA,"1889","DR22, Gondi language, IC, gond1256, kinbank","http://archive.org/details/gondigrammarvoca00willrich","2018-07-31","DR22",NA,"eng",NA,NA,NA,"University of California Libraries",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Williamson 1889"
"INCOLLECTION","lehmann_gothic_2015","Leipzig",NA,"Lehmann, Winfred P.; Chapman, Susan","The {Intercontinental} {Dictionary} {Series",NA,NA,NA,"Key, Mary Ritchie; Comrie, Bernard",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Max Planck Institute for Evolutionary Anthropology",NA,NA,"Gothic",NA,NA,"2015","ETC, IE515, goth1244, kinbank","http://ids.clld.org/contributions/184","2018-08-08","IE515",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lehmann & Chapman 2015"
"BOOK","cormier_kinship_2003","New York",NA,"Cormier, Loretta",NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kinship with monkeys: the {Guajá} foragers of {Eastern} {Amazon",NA,NA,"2003","IC, TP10, guaj1256, kinbank",NA,NA,"TP10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cormier 2003"
"BOOK","hoeller_guarayu_1932","Stuttgart",NA,"Höller, P Fray Alfredo",NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Verlag der Missionsprokurs",NA,NA,"Guarayo-{Deutsches} {Wörterbuch}, {Guarayos}, {Bolivia",NA,NA,"1932","ETC, TP8, guar1292, kinbank","https://drive.google.com/file/u/1/d/1hxkN-oiXRVNEZP66wzg-xd3cKxew3djl","2018-07-20","TP8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Höller 1932"
"INCOLLECTION","karve_kinship_1942",NA,NA,"Karve, Irawati Karmarkar","Bulletin of the {Deccan} {College} research institute",NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kinship terminology and usages in {Gujarat} and {Kāthiawād",NA,"4","1942","IE96, guja1252, kinbank",NA,NA,"IE96",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Karve 1942"
"BOOK","pocock_kanbi_1972",NA,NA,"Pocock, David Francis",NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clarendon Press",NA,NA,"Kanbi and {Patidar}: {A} study of the {Patidar} community of {Gujarat",NA,NA,"1972","IE108, guja1252, kinbank",NA,NA,"IE108",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pocock 1972"
"BOOK","tisdall_simplified_1892",NA,NA,"Tisdall, W. S.",NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,"Google-Books-ID: 5T8RAwAAQBAJ",NA,NA,NA,"Рипол Классик",NA,NA,"A simplified grammar of the {Gujarati} language",NA,NA,"1892","History / General, IE155, guja1252, kinbank",NA,NA,"IE155","978-5-87828-440-0","en","A simplified grammar of the Gujarati language: together with a short reading book and vocabulary.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tisdall 1892"
"ARTICLE","whiteley_kinship_1959",NA,NA,"Whiteley, W. H.",NA,NA,NA,NA,"NA",NA,NA,"Africa: Journal of the International African Institute",NA,NA,NA,"3",NA,"253--262",NA,NA,NA,"Kinship {Terminology} and the {Initial} {Vowel",NA,"29","1959","AC126, LH, gusi1247, kinbank","http://www.jstor.org/stable/1157615","2017-11-20","AC126",NA,NA,"La Terminologie de Parenté et la Voyelle Initiale. Cette étude traite de l'emploi et du non-emploi de la voyelle initiale des préfixes, dans les termes de parenté de deux langues bantoues apparentées de la région interlacustre, Gusii et Kuria. Dans ces langues le préfixe nominal est fréquemment d'une forme V1CV2 et il est commode de se référer à V1 comme à la 'voyelle initiale' du préfixe, même là où, comme dans la classe 9, le préfixe ne comprend qu'une voyelle ou une voyelle suivie d'une nasale. Dans les deux langues, la plupart des termes de parenté appartiennent soit à la classe 1/2 soit à la classe 9/10, et on peut en gros les diviser en deux groupes: ceux qui n'ont aucun préfixe au singulier, et ceux qui peuvent avoir un préfixe avec ou sans la voyelle initiale. Dans la première catégorie on peut énumérer presque exclusivement les membres d'une génération qui précède celle de l'interlocuteur. Dans la dernière, se trouvent des termes qui, dans certains contextes, semblent caractériser le statut social particulier plutôt qu'une relation de parenté: tous ceux-ci se réfèrent aux membres de la génération de l'interlocuteur ou de celles qui la précèdent. Alors qu'il y a un certain nombre de similitudes en usage dans les deux langues, en particulier dans la manière d'aborder quelqu'un, il ressort clairement des données disponibles qu'il existe d'importantes différences dans d'autres contextes. En Gusii, le non-emploi de la voyelle initiale dans un terme donné est associé à l'emploi d'une série possessive spécifique et semble être en corrélation avec la proximité de la parenté; en Kuria, la caractéristique ne peut être mise en corrélation ni avec une série possessive spécifique, ni avec une proximité de parenté, mais plutôt avec des aspects différents d'une catégorie particulière de parenté.","0001-9720",NA,NA,NA,"10.2307/1157615",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Whiteley 1959"
"INCOLLECTION","barros_gununa_2015","Leipzig",NA,"Barros, José Pedro Viegas; Casamiquela, Rodolfo M.; Key, Mary Ritchie; Najlis, Elena","The {Intercontinental} {Dictionary} {Series",NA,NA,NA,"Key, Mary Ritchie; Comrie, Bernard",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Max Planck Institute for Evolutionary Anthropology",NA,NA,"Gününa {Küne",NA,NA,"2015","ETC, ISO12, kinbank, puel1244","http://ids.clld.org/contributions/312","2018-08-10","ISO12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Barros et al. 2015"
"MISC","nakagawa_classified_1992",NA,NA,"Nakagawa, H",NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Classified {Vocabulary} of the {Ha} {Language",NA,NA,"1992","AC113, LH, haaa1252, kinbank",NA,NA,"AC113",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nakagawa 1992"
"ARTICLE","scherer_ha_1959",NA,NA,"Scherer, J. H.",NA,NA,NA,NA,"NA",NA,NA,"Anthropos",NA,NA,NA,"5/6",NA,"841--904",NA,NA,NA,"The {Ha} of {Tanganyika",NA,"54","1959","AC112, LH, haaa1252, kinbank","http://www.jstor.org/stable/40453639","2017-11-10","AC112",NA,NA,NA,"0257-9774",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Scherer 1959"
"INCOLLECTION","cosper_hausa_2015","Leipzig",NA,"Cosper, Ronald; Loveridge, George B.; Young, Hilary; Gital, Garba Mohammed","The {Intercontinental} {Dictionary} {Series",NA,NA,NA,"Key, Mary Ritchie; Comrie, Bernard",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Max Planck Institute for Evolutionary Anthropology",NA,NA,"Hausa",NA,NA,"2015","AFR3, ETC, haus1257, kinbank","http://ids.clld.org/contributions/220","2018-08-02","AFR3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cosper et al. 2015"
"INCOLLECTION","key_hawaiian_2015","Leipzig",NA,"Key, Mary Ritchie","The {Intercontinental} {Dictionary} {Series",NA,NA,NA,"Key, Mary Ritchie; Comrie, Bernard",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Max Planck Institute for Evolutionary Anthropology",NA,NA,"Hawaiian",NA,NA,"2015","AUS57, ETC, hawa1245, kinbank","http://ids.clld.org/contributions/235","2018-08-03","AUS57",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Key 2015"
"MISC","schwimmer_hawaiian_2001",NA,NA,"Schwimmer, Brian",NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hawaiian kin terminology",NA,NA,"2001","AUS58, SP, hawa1245, kinbank","https://umanitoba.ca/faculties/arts/anthropology/tutor/kinterms/hawaiian.html",NA,"AUS58",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Schwimmer 2001"
"MISC","kaji_haya_2000",NA,NA,"Kaji, Shigeki",NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Haya {Vocabulary",NA,NA,"2000","AC121, LH, haya1250, kinbank",NA,NA,"AC121",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kaji 2000"
